session_id,object_id,n_images,first_image,last_image
s10,o49,300,C_10_49_000.png,C_10_49_299.png
s10,o50,299,C_10_50_001.png,C_10_50_299.png
s11,o1,300,C_11_01_000.png,C_11_01_299.png
s11,o2,300,C_11_02_000.png,C_11_02_299.png
s11,o3,300,C_11_03_000.png,C_11_03_299.png
s11,o4,300,C_11_04_000.png,C_11_04_299.png
s11,o5,300,C_11_05_000.png,C_11_05_299.png
s11,o6,300,C_11_06_000.png,C_11_06_299.png
s11,o7,300,C_11_07_000.png,C_11_07_299.png
s11,o8,297,C_11_08_003.png,C_11_08_299.png
s11,o9,297,C_11_09_003.png,C_11_09_299.png
s11,o10,300,C_11_10_000.png,C_11_10_299.png
s11,o11,299,C_11_11_001.png,C_11_11_299.png
s11,o12,300,C_11_12_000.png,C_11_12_299.png
s11,o13,300,C_11_13_000.png,C_11_13_299.png
s11,o14,300,C_11_14_000.png,C_11_14_299.png
s11,o15,300,C_11_15_000.png,C_11_15_299.png
s11,o16,300,C_11_16_000.png,C_11_16_299.png
s11,o17,300,C_11_17_000.png,C_11_17_299.png
s11,o18,299,C_11_18_001.png,C_11_18_299.png
s11,o19,300,C_11_19_000.png,C_11_19_299.png
s11,o20,300,C_11_20_000.png,C_11_20_299.png
s11,o21,300,C_11_21_000.png,C_11_21_299.png
s11,o22,300,C_11_22_000.png,C_11_22_299.png
s11,o23,300,C_11_23_000.png,C_11_23_299.png
s11,o24,300,C_11_24_000.png,C_11_24_299.png
s11,o25,300,C_11_25_000.png,C_11_25_299.png
s11,o26,300,C_11_26_000.png,C_11_26_299.png
s11,o27,300,C_11_27_000.png,C_11_27_299.png
s11,o28,300,C_11_28_000.png,C_11_28_299.png
s11,o29,300,C_11_29_000.png,C_11_29_299.png
s11,o30,300,C_11_30_000.png,C_11_30_299.png
s11,o31,300,C_11_31_000.png,C_11_31_299.png
s11,o32,300,C_11_32_000.png,C_11_32_299.png
s11,o33,300,C_11_33_000.png,C_11_33_299.png
s11,o34,300,C_11_34_000.png,C_11_34_299.png
s11,o35,300,C_11_35_000.png,C_11_35_299.png
s11,o36,300,C_11_36_000.png,C_11_36_299.png
s11,o37,300,C_11_37_000.png,C_11_37_299.png
s11,o38,300,C_11_38_000.png,C_11_38_299.png
s11,o39,300,C_11_39_000.png,C_11_39_299.png
s11,o40,300,C_11_40_000.png,C_11_40_299.png
s11,o41,300,C_11_41_000.png,C_11_41_299.png
s11,o42,300,C_11_42_000.png,C_11_42_299.png
s11,o43,300,C_11_43_000.png,C_11_43_299.png
s11,o44,300,C_11_44_000.png,C_11_44_299.png
s11,o45,300,C_11_45_000.png,C_11_45_299.png
s11,o46,300,C_11_46_000.png,C_11_46_299.png
s11,o47,299,C_11_47_001.png,C_11_47_299.png
s11,o48,300,C_11_48_000.png,C_11_48_299.png
s11,o49,300,C_11_49_000.png,C_11_49_299.png
s11,o50,300,C_11_50_000.png,C_11_50_299.png
