participant_id,fold,method,candidate_id,block_id,true_process_variance,true_observation_variance,conditional_update_nll,conditional_update_mse
45,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.6672355835102266,60.80288553778509
45,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.5685942847568852,55.245001161450425
55,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7233242812965637,7.618773553033941
55,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.2780326562353896,38.87348176813683
55,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.15610831730477,32.003728561298956
55,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.9693597536743734,21.48149358242147
65,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.666011115279002,4.389497844045077
65,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.756427819701057,9.48397242232091
65,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.903864380924586,17.791196379031017
65,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.3516695324416537,43.02250706445088
81,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,4.950822136685791,133.1257942963849
81,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.8903794352552534,73.37579103439693
81,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.194736625097077,34.18021722351699
81,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,4.279396964121268,95.29474864272314
84,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7192721634341677,7.390459420483921
84,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.8342855609779702,13.870819810672023
84,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.11109364911018,29.467404281037762
84,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.171051478961489,32.84569197575682
87,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.851129117212923,14.819859809367156
87,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.9147880192181144,18.40668217830205
87,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.887291562585195,16.85741094347364
87,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.922096567905718,75.16287370917951
88,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.055397511232218,26.329239045519518
88,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,4.251787187431803,93.73909245777985
88,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.652642925667817,59.98067104895987
88,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,4.421377522625126,103.29455742286781
93,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.622005256649169,1.910014329158232
93,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.8387015317590305,14.119635016073783
93,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.6773107811174928,61.370566459241
93,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.095636892305766,28.59650265831204
94,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7897492164871074,11.361446390480303
94,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.918108737513027,18.59378604415493
94,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.799303322805485,11.899766738122231
94,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.8870441775062545,16.843472180677946
96,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6809210987527137,5.229591853828598
96,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.6883872783988574,5.650269234709162
96,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.9315991416292446,19.353894712791302
96,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.9381971510298874,19.725655565762672
117,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.190398802197722,33.93580521329071
117,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.2383691118543014,36.638663325843794
117,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.624629150367599,58.40225180640146
117,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,5.287539899202364,152.09795317078155
121,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6333496009274926,2.54920455293983
121,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.6161371059542105,1.5793769239569355
121,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.6528535799015236,3.648144463364071
121,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.730700252989612,8.034368221303552
122,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.9148678974809643,18.411182870757525
122,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.2546666594999083,37.55693880048639
122,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.387844171199805,45.06074522751709
122,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.3582136027682306,43.39122875288551
128,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6227160582505125,1.950064015899056
128,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.673352632134632,4.8031511753189875
128,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.697408326924776,6.158554763123883
128,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.646807529958751,3.3074834325365696
129,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.940112765971925,19.83358973220189
129,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.41439191472845,46.556561795725024
129,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.2118168853044664,35.14259416451571
129,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.0482578796730966,25.92696081929246
148,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.478385999421151,50.16226983066053
148,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,4.104968492931685,85.46668182826747
148,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.603853720119455,57.231672742184955
148,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.8775708358471643,72.6540982400739
149,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.03017226201887,24.907937620417705
149,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,4.096209254096587,84.97314780868902
149,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.1771149995652217,33.18733738041983
149,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,4.3295468690378165,98.12041473322466
153,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.841229503663316,14.262072065547024
153,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.8370320332256544,14.025568129969926
153,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.2601206566177554,37.86424097262886
153,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.9087370042927985,18.065741398533138
161,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6584031779505946,3.960833212211477
161,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.5408170938619867,53.67991212425858
161,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,4.460077007658203,105.47505652370964
161,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,4.1333934900659655,87.06827111659406
170,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.6921757415017247,62.20812367025208
170,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.854003037729156,71.32618489545916
170,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,4.959987280880571,133.6421988081949
170,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,5.093244194326876,141.15047907865014
172,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.9956709514319853,22.963982122088254
172,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.8537055951077948,71.30942567068206
172,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,4.107558292628508,85.61260252735315
172,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.917962283091945,18.585534158291086
178,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6504860515112907,3.5147475067454215
178,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.7184651092389576,7.344986439500268
178,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.6999129958396466,6.299678819738935
178,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.6772234985893193,5.021252806819002
188,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.8196594023251422,13.046717738926018
188,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.9849687843735038,78.70537075684736
188,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.3349246083312982,42.079024433219786
188,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,5.405292236339497,158.73263745740934
190,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6420261525593127,3.038079612011578
190,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.7692075488586774,10.204038539825397
190,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.8956045065895335,17.325798750477162
190,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.7567950494241553,9.504663759178055
191,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.765825640248199,10.01348694261493
191,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.9587344560433735,20.882817607514536
191,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.4271590304435797,47.27591721643387
191,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.076350716950141,27.509834761163653
193,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.9196371039141313,18.679900925542015
193,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.81041807073323,68.87041626536997
193,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.309840959079687,40.66570137240327
193,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,4.450219140021631,104.9196209281355
196,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7507748804554333,9.165460976195401
196,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.8871916386854557,16.851780791719708
196,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.4138324612461153,46.5250397273008
196,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.4375659172473436,47.86228696525029
197,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7194830994426336,7.4023444824273055
197,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.1255305390411454,30.28084212101197
197,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.883040380137117,16.61788063712393
197,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.797378104784495,68.13568726311262
198,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7177197900119943,7.302991878000414
198,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.9917674579559925,22.744042140787023
198,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.037918162553744,25.344375705758374
198,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.480611607891816,50.287670395163204
200,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.740151336840806,8.566883830281236
200,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.880516548500422,16.475676868526335
200,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,8.82053555330619,351.1624585632216
200,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,11.194125039703975,484.9009239829657
209,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.628038266034755,2.2499405976705127
209,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.706776074107664,6.68637481788026
209,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.7080049301841864,6.755613971001582
209,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.769139767452039,10.200219437423907
213,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.0287591594427736,24.828317209604943
213,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.770644101971245,66.62937602805688
213,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.9605216594269312,20.98351650228114
213,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.5872317217335,56.295116286619944
214,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7828838248046264,10.974620044398941
214,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.9377105168736644,19.69823645826869
214,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.840569228438968,14.22486925698855
214,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.9294294147402398,19.23164276224206
220,3,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.1870011272559324,33.744365271668954
220,3,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.515359062422566,52.245494725282455
220,3,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,4.314825312652892,97.29093753390576
220,3,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.9377256262763045,76.04348355954163
6,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.8863997285074205,16.01654558228777
6,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.156697502869014,32.22885034925683
6,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.1003854609237878,28.851286519060295
6,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.4375728607882077,49.07559248345514
14,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.0242154750157164,24.28265465165391
14,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.3636499280154433,44.64173756840518
14,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.0013890871657845,22.913541060444384
14,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,4.511703842161935,113.50134985716734
24,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.663362628575612,2.6389088371248426
24,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.7147368284691953,5.72030374613269
24,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.043624165800863,25.446776742114476
24,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.8797224266816124,15.616044866080587
27,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6574239356245375,2.28270945565502
27,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.7143349362132723,5.696198480183313
27,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.8211015993922532,12.100001421210845
27,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.8825214174346336,15.783926718733921
29,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.9198490245743303,18.02281508768101
29,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.4350508072113315,48.92432116306226
29,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.7237419182042877,66.23984766337124
29,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,5.065063773262173,146.69155969154318
33,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.657594877696225,2.2929624626220435
33,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.675515537899636,3.367833336158445
33,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.695685484957194,4.577615139220257
33,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.720259097555292,6.051526264114822
36,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.9555324599530914,20.16308698174036
36,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.941928100281333,19.347105327141385
36,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.432612049674162,48.778045891137694
36,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.5746924622100984,57.29994717164116
47,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.9406372845392337,19.269682942668005
47,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.02453964320898,24.302098073107775
47,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.3793194297343105,45.58158525310337
47,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.6236127334571093,60.234156854323714
51,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.821407223787763,12.118332596359997
51,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.222374900085341,36.16814279251597
51,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.3334807581251837,42.83220814115561
51,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.517384224297534,53.862632081308405
60,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.721414640122748,6.120835041514307
60,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.748218191165136,7.728496589459129
60,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.677840842941358,3.5073037927746586
60,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.0106907066835356,23.47144683974408
71,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,3.5201619046300094,54.02923574721599
71,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.0070189869480264,23.251219205567036
71,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.466604764281412,50.81690932747554
71,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.339892756320358,43.2167960984592
75,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.826479642055043,12.42257332142288
75,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.2356198557427533,36.962567601414655
75,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.5226439384244768,54.178106704118505
75,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.8582660001900684,74.30852459125677
77,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7027519009512484,5.001454699040433
77,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.8048644466234336,11.126106353603763
77,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.925222273809894,18.345099480889907
77,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.807067265177576,11.258230141268783
78,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.8775652553753743,15.486658974043916
78,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.7394522013692892,7.202717572262021
78,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.744305491237477,7.493815102204137
78,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.0515819976447824,25.924082910996695
80,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,4.134387928762827,90.8701587720704
80,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.768265219860259,68.91032964341397
80,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,4.357975588786265,104.28081779430946
80,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,4.771730370988501,129.0975912349963
83,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.678120770897447,3.5240937102929593
83,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.778351194617827,9.535856774621532
83,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.6834513635089854,3.8438195837705633
83,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.1662139645002787,32.79964223473806
85,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.7616924539444185,8.536675107406248
85,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.363404792757964,44.62703449690276
85,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.271749621815607,39.12961015334043
85,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.052316062804875,25.968111716347906
89,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.710116564583726,5.443182980369967
89,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.719736617246715,6.020188196247254
89,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.8141208113378453,11.681297775873894
89,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.869457913903198,15.000385303802819
91,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.840511946525034,13.264222858448228
91,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,3.032823090465496,24.7989344668255
91,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.1008097977811513,28.876737999272002
91,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.111000052400419,29.487943599949887
100,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6780239863130166,3.5182886266838542
100,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.8149755622829087,11.732565245071319
100,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.722195131808794,6.167648483142296
100,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.7559618732046123,8.19295817645893
109,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.669668034927551,3.0171034770869123
109,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.8372499379338256,13.068569462640374
109,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.7389466342107003,7.172393945385774
109,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.000544575149348,22.86288771628653
111,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.872490081061103,15.182252942870372
111,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.850548498029373,13.86620943485286
111,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.9764379183341627,21.41698433020213
111,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.0653506620782087,26.749919470532006
114,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.8649502189185325,14.730016355850724
114,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.838305264618945,13.131867349159327
114,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.9201824052971426,18.042811071349135
114,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.0351783544904545,24.94020184599459
135,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.858549479729572,14.346103707252723
135,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.961982478393169,20.549955371426854
135,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.406639380690881,47.22022017036336
135,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.4580362414501713,50.302974265039694
137,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.9906883418912518,22.27171652439645
137,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.8870486108162865,16.055465169302817
137,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.779066770651244,9.578776612807765
137,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.0193995301630117,23.993797054223155
146,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6689867158850533,2.9762383534778967
146,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.786144944160494,10.003321381614992
146,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.765848186492832,8.785933551224424
146,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.882738776454469,15.796963787506478
147,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.6992471140052787,4.791239597397216
147,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.780707708523533,9.67719912091775
147,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,3.201975029340563,34.94457029917133
147,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,3.2138280830912347,35.65550963368498
151,4,total_uncertainty,total_uncertainty:2ade3e47abb7,0,4.0,16.0,2.655798351560957,2.185207860144883
151,4,total_uncertainty,total_uncertainty:2ade3e47abb7,1,49.0,16.0,2.686122035741197,4.004004965479918
151,4,total_uncertainty,total_uncertainty:2ade3e47abb7,2,4.0,64.0,2.7371433628642956,7.064234769031086
151,4,total_uncertainty,total_uncertainty:2ade3e47abb7,3,49.0,64.0,2.8192619450941203,11.989660016374515
